Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Organisation URI,:@computed_region_hxwp_gyfc,:@computed_region_6i9a_26nj
Fabrique,,53 Goodge Street,,W1T 1TG,7842,Hotel/bed & breakfast/guest house,1016141,FHRS,5,10,5,4,28/10/2019,False,182673,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529419,181664,-0.136099,51.519071,Unknown,12/01/2020,"(51.519071, -0.136099)",http://opendatacommunities.org/id/london-borough-council/camden,2,10
Drummond Villa Ltd,,118 Drummond Street,,NW1 2HN,1,Restaurant/Cafe/Canteen,426265,FHRS,5,5,10,4,14/12/2017,False,7018,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529330,182558,-0.137052,51.527135,Unknown,12/01/2020,"(51.527135, -0.137052)",http://opendatacommunities.org/id/london-borough-council/camden,15,104
Lola's Kitchen,"Northern Ticket Hall, Kings Cross And St Pancras Underground Station",Euston Road,,N1 9AP,7844,Takeaway/sandwich shop,925807,FHRS,5,0,0,5,01/11/2016,False,79892,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
Roti King,,40 Doric Way,,NW1 1LH,7844,Takeaway/sandwich shop,785710,FHRS,15,15,20,1,16/04/2019,False,84308,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,529669,182792,-0.132077,51.529158,Unknown,12/01/2020,"(51.529158, -0.132077)",http://opendatacommunities.org/id/london-borough-council/camden,16,114
Wok to Walk,,45 Goodge Street,,W1T 1TB,7844,Takeaway/sandwich shop,897472,FHRS,,,,5,09/09/2019,False,181697,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529437,181675,-0.135835,51.519175,Unknown,12/01/2020,"(51.519175, -0.135835)",http://opendatacommunities.org/id/london-borough-council/camden,2,10
Royal Mini-Market,,201 Royal College Street,,NW1 0SG,4613,Retailers - other,424687,FHRS,10,0,10,4,11/05/2017,False,30833,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,529229,184107,-0.137939,51.541079,Unknown,12/01/2020,"(51.541079, -0.137939)",http://opendatacommunities.org/id/london-borough-council/camden,3,20
Euston Logistics Platform 1,Euston Station,Eversholt Street,,NW1 2HS,7,Distributors/Transporters,424967,FHRS,5,10,5,4,19/12/2017,False,42306,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529587,182736,-0.13327,51.528668,Unknown,12/01/2020,"(51.528668, -0.13327)",http://opendatacommunities.org/id/london-borough-council/camden,15,104
Pod Food Ltd,,6a Leather Lane,,EC1N 7RA,1,Restaurant/Cafe/Canteen,516227,FHRS,5,5,5,5,16/11/2016,False,74647,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531304,181650,-0.108947,51.518518,Unknown,12/01/2020,"(51.518518, -0.108947)",http://opendatacommunities.org/id/london-borough-council/camden,11,76
Harlingford Hotel,,61-63 Cartwright Gardens,,WC1H 9EL,7842,Hotel/bed & breakfast/guest house,423936,FHRS,10,0,10,4,30/08/2017,False,14784,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530033,182477,-0.126955,51.526238,Unknown,12/01/2020,"(51.526238, -0.126955)",http://opendatacommunities.org/id/london-borough-council/camden,14,102
Funky Burgoo,,,,,4613,Retailers - other,1109865,FHRS,10,10,5,3,25/02/2019,False,195518,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
Conduit Coffee House,,61 Lamb's Conduit Street,,WC1N 3NB,1,Restaurant/Cafe/Canteen,943074,FHRS,10,10,10,3,08/06/2019,False,82871,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530611,182020,-0.118791,51.522003,Unknown,12/01/2020,"(51.522003, -0.118791)",http://opendatacommunities.org/id/london-borough-council/camden,11,79
The Gallery,,190 Broadhurst Gardens,,NW6 3AY,7841,Other catering premises,424794,FHRS,10,10,10,3,01/11/2018,False,34850,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525587,184628,-0.190243,51.546573,Unknown,12/01/2020,"(51.546573, -0.190243)",http://opendatacommunities.org/id/london-borough-council/camden,18,132
Zilly Canteen,St Andrews House,140 Saffron Hill,,EC1N 8QN,4613,Retailers - other,1152027,FHRS,15,15,10,2,03/06/2019,False,196066,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
Bills,,42 Kingsway,,WC2B 6EX,1,Restaurant/Cafe/Canteen,735897,FHRS,0,10,5,4,18/03/2019,False,79823,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530631,181333,-0.118758,51.515825,Unknown,12/01/2020,"(51.515825, -0.118758)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Itsu,Holborn House,51 Bedford Row,,WC1R 4LR,1,Restaurant/Cafe/Canteen,894278,FHRS,5,5,0,5,06/04/2018,False,181502,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530868,181677,-0.115221,51.518857,Unknown,12/01/2020,"(51.518857, -0.115221)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Tombo,,4 Windmill Street,,W1T 2HZ,7844,Takeaway/sandwich shop,1063472,FHRS,5,5,0,5,26/06/2018,True,183888,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529548,181604,-0.134263,51.518503,Unknown,12/01/2020,"(51.518503, -0.134263)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
Costa,,181 Camden High Street,,NW1 7JY,1,Restaurant/Cafe/Canteen,424460,FHRS,5,5,0,5,15/05/2017,False,23751,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528908,183825,-0.142669,51.538609,Unknown,12/01/2020,"(51.538609, -0.142669)",http://opendatacommunities.org/id/london-borough-council/camden,3,22
Pasticcio,16 Northways Parade,Finchley Road,,NW3 5EN,1,Restaurant/Cafe/Canteen,425810,FHRS,25,25,30,0,03/09/2019,False,61106,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526631,184430,-0.175266,51.544561,Unknown,12/01/2020,"(51.544561, -0.175266)",http://opendatacommunities.org/id/london-borough-council/camden,6,42
George's Cafe,St George The Martyr Church,44 Queen Square,,WC1N 3AH,4613,Retailers - other,1049943,FHRS,5,10,5,4,22/05/2019,False,180903,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530364,181896,-0.122386,51.520947,Unknown,12/01/2020,"(51.520947, -0.122386)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Zaha - Street Grill,,37 Theobald's Road,,WC1X 8SP,1,Restaurant/Cafe/Canteen,1097408,FHRS,10,10,10,3,23/11/2018,False,194357,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530667,181811,-0.118067,51.520105,Unknown,12/01/2020,"(51.520105, -0.118067)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Leighton Convenience Store,,153 Leighton Road,,NW5 2RB,4613,Retailers - other,426150,FHRS,5,5,10,4,18/12/2017,False,67856,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,529527,185205,-0.133241,51.550869,Unknown,12/01/2020,"(51.550869, -0.133241)",http://opendatacommunities.org/id/london-borough-council/camden,12,83
Lezzes express/ West End Charcoal Grill,,140 West End Lane,,NW6 1SD,7844,Takeaway/sandwich shop,624325,FHRS,10,10,10,3,13/08/2019,False,79317,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525540,184733,-0.190882,51.547536,Unknown,12/01/2020,"(51.547536, -0.190882)",http://opendatacommunities.org/id/london-borough-council/camden,18,132
Tiba Food Store,,94 Queen's Crescent,,NW5 4DY,4613,Retailers - other,817065,FHRS,5,10,5,4,27/03/2018,False,84988,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528290,185071,-0.151121,51.549947,Unknown,12/01/2020,"(51.549947, -0.151121)",http://opendatacommunities.org/id/london-borough-council/camden,9,60
Silva's Grill & Snack Bar,,220 Shaftesbury Avenue,,WC2H 8EB,1,Restaurant/Cafe/Canteen,423816,FHRS,10,10,20,1,21/01/2019,False,13254,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530127,181392,-0.126001,51.516465,Unknown,12/01/2020,"(51.516465, -0.126001)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Gardiner & Theobald LLP,,10-12 South Crescent,,WC1E 7BD,1,Restaurant/Cafe/Canteen,817059,FHRS,5,10,5,4,10/09/2019,False,76961,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529681,181693,-0.132309,51.51928,Unknown,12/01/2020,"(51.51928, -0.132309)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
Trattoria Verdi,,110 Southampton Row,,WC1B 4BL,1,Restaurant/Cafe/Canteen,423728,FHRS,15,20,20,0,04/12/2018,True,11179,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530356,181846,-0.122534,51.520492,Unknown,12/01/2020,"(51.520492, -0.122534)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Gipsy Hill,Seven Dials Market,"Earlham Street, London",,WC2H 9LX,7844,Takeaway/sandwich shop,1214125,FHRS,0,0,0,5,02/12/2019,False,197920,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530154,181124,-0.12571,51.514058,Unknown,12/01/2020,"(51.514058, -0.12571)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
The Dublin Castle,,94 Parkway,,NW1 7AN,7843,Pub/bar/nightclub,425911,FHRS,10,10,10,3,07/01/2017,True,6211,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528710,183690,-0.145571,51.53745,Unknown,12/01/2020,"(51.53745, -0.145571)",http://opendatacommunities.org/id/london-borough-council/camden,3,22
The Lore Of The Land,,4 Conway Street,,W1T 6BB,7843,Pub/bar/nightclub,1105523,FHRS,10,10,10,3,04/02/2019,False,196206,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529167,181992,-0.139608,51.522086,Unknown,12/01/2020,"(51.522086, -0.139608)",http://opendatacommunities.org/id/london-borough-council/camden,2,10
Wraps 'N' More,,8 Great Russell Street,,WC1B 3NH,7844,Takeaway/sandwich shop,1003608,FHRS,15,15,20,1,23/09/2019,False,184131,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529847,181462,-0.130008,51.517158,Unknown,12/01/2020,"(51.517158, -0.130008)",http://opendatacommunities.org/id/london-borough-council/camden,2,14
Wagamama,"Unit 1, Kingswell",58-62 Heath Street,,NW3 1EN,1,Restaurant/Cafe/Canteen,470819,FHRS,5,5,5,5,26/09/2016,False,70354,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526398,185831,-0.178121,51.557204,Unknown,12/01/2020,"(51.557204, -0.178121)",http://opendatacommunities.org/id/london-borough-council/camden,8,54
Oxford Arms,,265 Camden High Street,,NW1 7BU,7843,Pub/bar/nightclub,423942,FHRS,10,10,10,3,20/10/2017,False,14909,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528791,184043,-0.144276,51.540595,Unknown,12/01/2020,"(51.540595, -0.144276)",http://opendatacommunities.org/id/london-borough-council/camden,3,22
David's Deli,,341 West End Lane,,NW6 1RS,1,Restaurant/Cafe/Canteen,424697,FHRS,5,10,5,4,13/02/2018,False,3105,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525368,185234,-0.193183,51.552068,Unknown,12/01/2020,"(51.552068, -0.193183)",http://opendatacommunities.org/id/london-borough-council/camden,18,128
Benugo at the Postal Museum,Calthorpe House,15-20 Phoenix Place,,WC1X 0DA,1,Restaurant/Cafe/Canteen,1097401,FHRS,10,10,5,3,10/12/2018,False,183952,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
Ponchon,,79a Tottenham Court Road,,W1T 4TB,7844,Takeaway/sandwich shop,1022435,FHRS,5,5,5,5,08/12/2017,False,182446,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529492,181873,-0.13497,51.520942,Unknown,12/01/2020,"(51.520942, -0.13497)",http://opendatacommunities.org/id/london-borough-council/camden,2,10
Pret A Manger,,14 Warren Street,,W1T 5LL,7844,Takeaway/sandwich shop,939499,FHRS,,,,5,01/05/2019,False,80399,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529215,182203,-0.138834,51.523969,Unknown,12/01/2020,"(51.523969, -0.138834)",http://opendatacommunities.org/id/london-borough-council/camden,2,10
Whipped London,,160 Drury Lane,,WC2B 5PN,7844,Takeaway/sandwich shop,1105508,FHRS,10,10,10,3,24/01/2019,False,195545,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530382,181233,-0.122387,51.514977,Unknown,12/01/2020,"(51.514977, -0.122387)",http://opendatacommunities.org/id/london-borough-council/camden,11,77
Camden Fish & Chips,Market Hall,Camden Lock Place,,NW1 8AF,4613,Retailers - other,1206109,FHRS,10,5,20,1,04/11/2019,False,196057,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528625,184120,-0.146625,51.541333,Unknown,12/01/2020,"(51.541333, -0.146625)",http://opendatacommunities.org/id/london-borough-council/camden,3,21
Honey & Co,,25 Warren Street,,W1T 5LZ,1,Restaurant/Cafe/Canteen,470870,FHRS,0,5,0,5,22/10/2019,False,74236,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529077,182176,-0.140833,51.523758,Unknown,12/01/2020,"(51.523758, -0.140833)",http://opendatacommunities.org/id/london-borough-council/camden,2,10
Subway,,311 Gray's Inn Road,,WC1X 8PX,7844,Takeaway/sandwich shop,425083,FHRS,10,10,10,3,07/05/2019,False,47176,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530432,182925,-0.12104,51.530171,Unknown,12/01/2020,"(51.530171, -0.12104)",http://opendatacommunities.org/id/london-borough-council/camden,14,97
The Parcel Yard,"M8 Westside Offices Western Concourse, Kings Cross Railway Station",Euston Road,,N1 9AL,7843,Pub/bar/nightclub,470858,FHRS,5,5,5,5,06/08/2019,False,73983,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
Cakehole,Bloomsbury Market,Malet Street,,WC1E 7HY,7844,Takeaway/sandwich shop,964210,FHRS,5,0,0,5,20/04/2017,False,183585,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529753,182074,-0.131123,51.522687,Unknown,12/01/2020,"(51.522687, -0.131123)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
What The Pitta,,89-91 Bayham Street,,NW1 0AG,7844,Takeaway/sandwich shop,1045544,FHRS,5,5,10,4,17/04/2018,False,194394,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,529056,183751,-0.140563,51.53791,Unknown,12/01/2020,"(51.53791, -0.140563)",http://opendatacommunities.org/id/london-borough-council/camden,3,20
James Gubb,,85 Leather Lane,,EC1N 7TS,4613,Retailers - other,426539,FHRS,0,0,5,5,21/03/2019,False,9552,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531211,181966,-0.110173,51.521372,Unknown,12/01/2020,"(51.521372, -0.110173)",http://opendatacommunities.org/id/london-borough-council/camden,11,75
University College School JNR - Chartwells,,11 Holly Hill,,NW3 6QN,7845,School/college/university,865595,FHRS,,,,5,14/11/2019,False,83916,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526338,185786,-0.178997,51.556819,Unknown,12/01/2020,"(51.556819, -0.178997)",http://opendatacommunities.org/id/london-borough-council/camden,6,44
El Jugo,"Pitch 35, Leather Lane Market",Leather Lane,,EC1N 7TJ,7844,Takeaway/sandwich shop,1072932,FHRS,,,,5,21/02/2019,False,195451,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531243,181863,-0.109737,51.520447,Unknown,12/01/2020,"(51.520447, -0.109737)",http://opendatacommunities.org/id/london-borough-council/camden,11,75
Under 500 by Kitopi Kitchens Ltd,"Unit 9-11, Kentish Town Industrial Estate",Regis Road,,NW5 3EW,7844,Takeaway/sandwich shop,1181605,FHRS,0,5,5,5,21/08/2019,False,197362,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,528683,185189,-0.145413,51.550918,Unknown,12/01/2020,"(51.550918, -0.145413)",http://opendatacommunities.org/id/london-borough-council/camden,12,81
Melrose and Morgan Ltd,,42 Gloucester Avenue,,NW1 8JD,4613,Retailers - other,425093,FHRS,5,5,10,4,23/03/2018,False,47376,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528355,183997,-0.150576,51.54028,Unknown,12/01/2020,"(51.54028, -0.150576)",http://opendatacommunities.org/id/london-borough-council/camden,3,17
Roni's,,250 West End Lane,,NW6 1LG,1,Restaurant/Cafe/Canteen,1206184,FHRS,5,10,10,3,05/11/2019,False,197806,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525490,185160,-0.191451,51.551376,Unknown,12/01/2020,"(51.551376, -0.191451)",http://opendatacommunities.org/id/london-borough-council/camden,18,128
Porky's BBQ,,18 Chalk Farm Road,,NW1 8AG,1,Restaurant/Cafe/Canteen,425189,FHRS,0,10,0,4,18/11/2019,False,50406,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528654,184219,-0.146186,51.542207,Unknown,12/01/2020,"(51.542207, -0.146186)",http://opendatacommunities.org/id/london-borough-council/camden,3,17
Oxfam,,23 Drury Lane,,WC2B 5RH,4613,Retailers - other,423841,FHRS,,,,Exempt,21/05/2018,False,13592,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530324,181245,-0.123217,51.515098,Unknown,12/01/2020,"(51.515098, -0.123217)",http://opendatacommunities.org/id/london-borough-council/camden,11,77
Provenance Village Butcher,"Unit 3, Hardy Building",Heritage Lane,,NW6 2BR,4613,Retailers - other,1076282,FHRS,0,5,5,5,10/09/2018,False,183741,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525473,184681,-0.191867,51.547075,Unknown,12/01/2020,"(51.547075, -0.191867)",http://opendatacommunities.org/id/london-borough-council/camden,18,132
Ladle,Middle Yard,Camden Lock Place,,NW1 8AF,1,Restaurant/Cafe/Canteen,1206153,FHRS,10,5,10,3,16/10/2019,False,197615,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528625,184120,-0.146625,51.541333,Unknown,12/01/2020,"(51.541333, -0.146625)",http://opendatacommunities.org/id/london-borough-council/camden,3,21
Beirut Kitchen,Brunswick Market,Brunswick Centre,,WC1N 1AE,7844,Takeaway/sandwich shop,1011431,FHRS,5,5,5,5,21/09/2019,False,193570,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530250,182253,-0.123897,51.524182,Unknown,12/01/2020,"(51.524182, -0.123897)",http://opendatacommunities.org/id/london-borough-council/camden,2,12
Ambala Sweet Centre,,112-114 Drummond Street,,NW1 2HN,4613,Retailers - other,426263,FHRS,5,0,0,5,18/10/2019,False,7016,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529340,182568,-0.136905,51.527222,Unknown,12/01/2020,"(51.527222, -0.136905)",http://opendatacommunities.org/id/london-borough-council/camden,15,104
Sam's Chinese Express,,61 Red Lion Street,,WC1R 4PD,7844,Takeaway/sandwich shop,653507,FHRS,10,10,10,3,02/12/2019,False,79762,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530723,181723,-0.117288,51.519309,Unknown,12/01/2020,"(51.519309, -0.117288)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Gospel Oak Cafe,,66 Mansfield Road,,NW3 2HU,1,Restaurant/Cafe/Canteen,1016181,FHRS,10,10,10,3,19/03/2019,False,193609,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,527994,185514,-0.155226,51.554004,Unknown,12/01/2020,"(51.554004, -0.155226)",http://opendatacommunities.org/id/london-borough-council/camden,7,45
The Original Spaghetti House,,15-17 Goodge Street,,W1T 2PQ,7841,Other catering premises,423678,FHRS,0,5,5,5,22/05/2019,False,10504,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529540,181744,-0.134326,51.519763,Unknown,12/01/2020,"(51.519763, -0.134326)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
The Rosary RC Primary School,,238 Haverstock Hill,,NW3 2AE,7845,School/college/university,424767,FHRS,0,5,0,5,27/06/2017,False,3331,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527219,185273,-0.166486,51.552005,Unknown,12/01/2020,"(51.552005, -0.166486)",http://opendatacommunities.org/id/london-borough-council/camden,8,57
ATG London LTD - Phoenix Theatre,Phoenix Theatre,112 Charing Cross Road,,WC2H 0JP,4613,Retailers - other,1174661,FHRS,0,0,0,5,17/06/2019,False,195902,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,529886,181169,-0.129554,51.514523,Unknown,12/01/2020,"(51.514523, -0.129554)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Everyman Cafe,Everyman Cinema,Holly Bush Vale,,NW3 6TX,1,Restaurant/Cafe/Canteen,424261,FHRS,0,5,0,5,09/08/2017,False,21528,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526339,185744,-0.179003,51.556444,Unknown,12/01/2020,"(51.556444, -0.179003)",http://opendatacommunities.org/id/london-borough-council/camden,6,38
King of falafel,,6a Camden Road,,NW1 9DL,7844,Takeaway/sandwich shop,1206123,FHRS,10,15,20,1,05/08/2019,False,196705,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528950,183903,-0.142035,51.5393,Unknown,12/01/2020,"(51.5393, -0.142035)",http://opendatacommunities.org/id/london-borough-council/camden,3,22
Zala Grill,Unit 39 West Yard The Stables Market,Chalk Farm Road,,NW1 8AH,7844,Takeaway/sandwich shop,983641,FHRS,15,15,10,2,29/03/2019,False,184112,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528546,184231,-0.147738,51.54234,Unknown,12/01/2020,"(51.54234, -0.147738)",http://opendatacommunities.org/id/london-borough-council/camden,3,17
Exmouth Arms Euston,,1 Starcross Street,,NW1 2HR,7843,Pub/bar/nightclub,1105498,FHRS,15,15,20,1,24/01/2019,False,194749,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529353,182648,-0.136688,51.527929,Unknown,12/01/2020,"(51.527929, -0.136688)",http://opendatacommunities.org/id/london-borough-council/camden,15,104
Odeon Cinema,,14 Parkway,,NW1 7AA,1,Restaurant/Cafe/Canteen,424604,FHRS,0,5,0,5,27/06/2017,False,2779,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528806,183884,-0.144117,51.539162,Unknown,12/01/2020,"(51.539162, -0.144117)",http://opendatacommunities.org/id/london-borough-council/camden,3,22
The Coffee Shot,Eton Avenue Street Market,Eton Avenue,,NW3 3EL,7844,Takeaway/sandwich shop,1036595,FHRS,5,0,5,5,21/02/2018,False,194241,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527398,184511,-0.164182,51.545117,Unknown,12/01/2020,"(51.545117, -0.164182)",http://opendatacommunities.org/id/london-borough-council/camden,1,4
Princess News,,31 Princess Road,,NW1 8JR,4613,Retailers - other,425766,FHRS,0,10,10,4,12/12/2017,False,6055,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528246,183886,-0.152187,51.539308,Unknown,12/01/2020,"(51.539308, -0.152187)",http://opendatacommunities.org/id/london-borough-council/camden,3,19
Prince Albert PH,,163 Royal College Street,,NW1 0SG,7843,Pub/bar/nightclub,424597,FHRS,5,5,10,4,09/11/2015,False,27390,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,529289,183986,-0.137119,51.539969,Unknown,12/01/2020,"(51.539969, -0.137119)",http://opendatacommunities.org/id/london-borough-council/camden,3,20
The Ambrose Cafe,The Heals Building,196 Tottenham Court Road,,W1T 7LG,1,Restaurant/Cafe/Canteen,897471,FHRS,5,0,5,5,28/08/2019,False,181681,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529261,182317,-0.138122,51.524979,Unknown,12/01/2020,"(51.524979, -0.138122)",http://opendatacommunities.org/id/london-borough-council/camden,2,13
1a Children's Centre,,1a Rosebery Avenue,,EC1R 4SR,1,Restaurant/Cafe/Canteen,426524,FHRS,0,5,0,5,01/07/2019,False,9310,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531085,182137,-0.111925,51.522938,Unknown,12/01/2020,"(51.522938, -0.111925)",http://opendatacommunities.org/id/london-borough-council/camden,11,75
Taste of Lahore,,38 Cricklewood Broadway,,NW2 3ET,1,Restaurant/Cafe/Canteen,470895,FHRS,5,5,10,4,20/10/2017,False,75238,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,524097,185371,-0.211452,51.553587,Unknown,12/01/2020,"(51.553587, -0.211452)",http://opendatacommunities.org/id/london-borough-council/camden,5,31
